games,event,team,pos,medal,as,athlete_id,noc_x,discipline,nationality_x,roles,sex,full_name,used_name,born,died,noc_y,measurements,affiliations,nickpetnames,titles,other_names,nationality_y,original_name,name_order
1992 Summer Olympics,"Singles, Men (Olympic)",,=49,,Attaher Mohamed El-Mahjoub,940,LBA,Table Tennis,,Competed in Olympic Games,Male,Attaher Mohamed•El-Mahjoub,Attaher Mohamed•El-Mahjoub,,,Libya,,,,,,,الطاهر محمد•المحجوب,
1996 Summer Olympics,"Singles, Women (Olympic)",,=49,,Larissa Chouaib,941,LBN,Table Tennis,,Competed in Olympic Games,Female,Larissa•Chouaib,Larissa•Chouaib,1 November 1966,,Lebanon,,,,,,,لاريسا•شعيب,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Rūta Garkauskaitė,942,LTU,Table Tennis,,Competed in Olympic Games,Female,Rūta•Garkauskaitė-Paškauskienė (-Būdienė-),Rūta•Garkauskaitė-Paškauskienė,"29 March 1977 in Kaunas, Kaunas (LTU)",,Lithuania,166 cm / 56 kg,"ttc berlin eastside, Berlin (GER) / US Saint-Berthevin/Saint-Loup TT, Saint-Berthevin, Mayenne (FRA)",,,,,,
2000 Summer Olympics,"Singles, Women (Olympic)",,=33,,Rūta Garkauskaitė,942,LTU,Table Tennis,,Competed in Olympic Games,Female,Rūta•Garkauskaitė-Paškauskienė (-Būdienė-),Rūta•Garkauskaitė-Paškauskienė,"29 March 1977 in Kaunas, Kaunas (LTU)",,Lithuania,166 cm / 56 kg,"ttc berlin eastside, Berlin (GER) / US Saint-Berthevin/Saint-Loup TT, Saint-Berthevin, Mayenne (FRA)",,,,,,
2000 Summer Olympics,"Doubles, Women (Olympic)",Jolanta Prūsienė,=9,,Rūta Garkauskaitė,942,LTU,Table Tennis,,Competed in Olympic Games,Female,Rūta•Garkauskaitė-Paškauskienė (-Būdienė-),Rūta•Garkauskaitė-Paškauskienė,"29 March 1977 in Kaunas, Kaunas (LTU)",,Lithuania,166 cm / 56 kg,"ttc berlin eastside, Berlin (GER) / US Saint-Berthevin/Saint-Loup TT, Saint-Berthevin, Mayenne (FRA)",,,,,,
2008 Summer Olympics,"Singles, Women (Olympic)",,=33,,Rūta Paškauskienė,942,LTU,Table Tennis,,Competed in Olympic Games,Female,Rūta•Garkauskaitė-Paškauskienė (-Būdienė-),Rūta•Garkauskaitė-Paškauskienė,"29 March 1977 in Kaunas, Kaunas (LTU)",,Lithuania,166 cm / 56 kg,"ttc berlin eastside, Berlin (GER) / US Saint-Berthevin/Saint-Loup TT, Saint-Berthevin, Mayenne (FRA)",,,,,,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Anne Kremer,943,LUX,Tennis,,Competed in Olympic Games • Other,Female,Anne•Kremer,Anne•Kremer,"17 October 1975 in Luxembourg, Luxembourg (LUX)",,Luxembourg,165 cm / 55 kg,,,,,,,
2000 Summer Olympics,"Singles, Women (Olympic)",,=17,,Anne Kremer,943,LUX,Tennis,,Competed in Olympic Games • Other,Female,Anne•Kremer,Anne•Kremer,"17 October 1975 in Luxembourg, Luxembourg (LUX)",,Luxembourg,165 cm / 55 kg,,,,,,,
2004 Summer Olympics,"Singles, Women (Olympic)",,=33,,Anne Kremer,943,LUX,Tennis,,Competed in Olympic Games • Other,Female,Anne•Kremer,Anne•Kremer,"17 October 1975 in Luxembourg, Luxembourg (LUX)",,Luxembourg,165 cm / 55 kg,,,,,,,
2004 Summer Olympics,"Doubles, Women (Olympic)",Claudine Schaul,=17,,Anne Kremer,943,LUX,Tennis,,Competed in Olympic Games • Other,Female,Anne•Kremer,Anne•Kremer,"17 October 1975 in Luxembourg, Luxembourg (LUX)",,Luxembourg,165 cm / 55 kg,,,,,,,
1924 Summer Olympics,"Singles, Men (Olympic)",,=61,,Camille Wolff,944,LUX,Tennis,,Competed in Olympic Games,Male,Camille•Wolff,Camille•Wolff,"15 June 1894 in Luxembourg, Luxembourg (LUX)","30 December 1977 in Luxembourg, Luxembourg (LUX)",Luxembourg,,,,,,,,
1924 Summer Olympics,"Doubles, Mixed (Olympic)",Rozel Le Gallais,DNS,,Camille Wolff,944,LUX,Tennis,,Competed in Olympic Games,Male,Camille•Wolff,Camille•Wolff,"15 June 1894 in Luxembourg, Luxembourg (LUX)","30 December 1977 in Luxembourg, Luxembourg (LUX)",Luxembourg,,,,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Dally Randriantefy,945,MAD,Tennis,,Competed in Olympic Games • Other,Female,Dally•Randriantefy,Dally•Randriantefy,"23 February 1977 in Antananarivo, Analamanga (MAD)",,Madagascar,165 cm / 55 kg,,,,,,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Natacha Randriantefy,=17,,Dally Randriantefy,945,MAD,Tennis,,Competed in Olympic Games • Other,Female,Dally•Randriantefy,Dally•Randriantefy,"23 February 1977 in Antananarivo, Analamanga (MAD)",,Madagascar,165 cm / 55 kg,,,,,,,
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Dally Randriantefy,945,MAD,Tennis,,Competed in Olympic Games • Other,Female,Dally•Randriantefy,Dally•Randriantefy,"23 February 1977 in Antananarivo, Analamanga (MAD)",,Madagascar,165 cm / 55 kg,,,,,,,
1996 Summer Olympics,"Doubles, Women (Olympic)",Natacha Randriantefy,=17,,Dally Randriantefy,945,MAD,Tennis,,Competed in Olympic Games • Other,Female,Dally•Randriantefy,Dally•Randriantefy,"23 February 1977 in Antananarivo, Analamanga (MAD)",,Madagascar,165 cm / 55 kg,,,,,,,
2004 Summer Olympics,"Singles, Women (Olympic)",,=33,,Dally Randriantefy,945,MAD,Tennis,,Competed in Olympic Games • Other,Female,Dally•Randriantefy,Dally•Randriantefy,"23 February 1977 in Antananarivo, Analamanga (MAD)",,Madagascar,165 cm / 55 kg,,,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Natacha Randriantefy,946,MAD,Tennis,,Competed in Olympic Games,Female,Natacha•Randriantefy,Natacha•Randriantefy,"14 March 1978 in Antananarivo, Analamanga (MAD)",,Madagascar,173 cm / 52 kg,,,,,,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Dally Randriantefy,=17,,Natacha Randriantefy,946,MAD,Tennis,,Competed in Olympic Games,Female,Natacha•Randriantefy,Natacha•Randriantefy,"14 March 1978 in Antananarivo, Analamanga (MAD)",,Madagascar,173 cm / 52 kg,,,,,,,
1996 Summer Olympics,"Doubles, Women (Olympic)",Dally Randriantefy,=17,,Natacha Randriantefy,946,MAD,Tennis,,Competed in Olympic Games,Female,Natacha•Randriantefy,Natacha•Randriantefy,"14 March 1978 in Antananarivo, Analamanga (MAD)",,Madagascar,173 cm / 52 kg,,,,,,,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Karim Alami,947,MAR,Tennis,,Competed in Olympic Games,Male,Karim•Alami,Karim•Alami,"24 May 1973 in Casablanca, Casablanca-Settat (MAR)",,Morocco,185 cm / 85 kg,,,,,,كريم•علمي,
1992 Summer Olympics,"Doubles, Men (Olympic)",Younès El-Aynaoui,DNS,,Karim Alami,947,MAR,Tennis,,Competed in Olympic Games,Male,Karim•Alami,Karim•Alami,"24 May 1973 in Casablanca, Casablanca-Settat (MAR)",,Morocco,185 cm / 85 kg,,,,,,كريم•علمي,
2000 Summer Olympics,"Singles, Men (Olympic)",,=5,,Karim Alami,947,MAR,Tennis,,Competed in Olympic Games,Male,Karim•Alami,Karim•Alami,"24 May 1973 in Casablanca, Casablanca-Settat (MAR)",,Morocco,185 cm / 85 kg,,,,,,كريم•علمي,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Hicham Arazi,948,MAR,Tennis,,Competed in Olympic Games,Male,Hicham•Arazi,Hicham•Arazi,"19 October 1973 in Casablanca, Casablanca-Settat (MAR)",,Morocco,175 cm / 65 kg,,,,,,هشام•أرازي,
2004 Summer Olympics,"Singles, Men (Olympic)",,=33,,Hicham Arazi,948,MAR,Tennis,,Competed in Olympic Games,Male,Hicham•Arazi,Hicham•Arazi,"19 October 1973 in Casablanca, Casablanca-Settat (MAR)",,Morocco,175 cm / 65 kg,,,,,,هشام•أرازي,
2004 Summer Olympics,"Doubles, Men (Olympic)",Younès El-Aynaoui,DNS,,Hicham Arazi,948,MAR,Tennis,,Competed in Olympic Games,Male,Hicham•Arazi,Hicham•Arazi,"19 October 1973 in Casablanca, Casablanca-Settat (MAR)",,Morocco,175 cm / 65 kg,,,,,,هشام•أرازي,
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Younès El-Aynaoui,949,MAR,Tennis,,Competed in Olympic Games,Male,Younès•El-Aynaoui,Younès•El-Aynaoui,"13 September 1971 in Rabat, Rabat-Salé-Kénitra (MAR)",,Morocco,190 cm / 75 kg,,,,,,يونس•العيناوي,
1992 Summer Olympics,"Doubles, Men (Olympic)",Karim Alami,DNS,,Younès El-Aynaoui,949,MAR,Tennis,,Competed in Olympic Games,Male,Younès•El-Aynaoui,Younès•El-Aynaoui,"13 September 1971 in Rabat, Rabat-Salé-Kénitra (MAR)",,Morocco,190 cm / 75 kg,,,,,,يونس•العيناوي,
2004 Summer Olympics,"Singles, Men (Olympic)",,=33,,Younès El-Aynaoui,949,MAR,Tennis,,Competed in Olympic Games,Male,Younès•El-Aynaoui,Younès•El-Aynaoui,"13 September 1971 in Rabat, Rabat-Salé-Kénitra (MAR)",,Morocco,190 cm / 75 kg,,,,,,يونس•العيناوي,
2004 Summer Olympics,"Doubles, Men (Olympic)",Hicham Arazi,DNS,,Younès El-Aynaoui,949,MAR,Tennis,,Competed in Olympic Games,Male,Younès•El-Aynaoui,Younès•El-Aynaoui,"13 September 1971 in Rabat, Rabat-Salé-Kénitra (MAR)",,Morocco,190 cm / 75 kg,,,,,,يونس•العيناوي,
1992 Summer Olympics,"Singles, Men (Olympic)",,=49,,Abdelhadi Legdali,950,MAR,Table Tennis,,Competed in Olympic Games,Male,Abdelhadi•Legdali,Abdelhadi•Legdali,8 February 1966,,Morocco,,"Club BMCE Bank, Casablanca (MAR)",,,,,عبد الهادي•لكدالي,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Chan Chia Fong,951,MAS,Badminton,,Competed in Olympic Games,Female,Chan•Chia Fong,Chan•Chia Fong,24 December 1976,,Malaysia,,,,,,,,Oriental
1988 Summer Olympics,"Singles, Women (Olympic)",,=33,,Lau Wai Cheng,952,MAS,Table Tennis,,Competed in Olympic Games,Female,Lau•Wai Cheng,Lau•Wai Cheng,3 June 1967,,Malaysia,162 cm / 50 kg,,,,,,,Oriental
1988 Summer Olympics,"Doubles, Women (Olympic)",Leong Mee Wan,=13,,Lau Wai Cheng,952,MAS,Table Tennis,,Competed in Olympic Games,Female,Lau•Wai Cheng,Lau•Wai Cheng,3 June 1967,,Malaysia,162 cm / 50 kg,,,,,,,Oriental
1988 Summer Olympics,"Singles, Women (Olympic)",,=33,,Leong Mee Wan,953,MAS,Table Tennis,,Competed in Olympic Games,Female,Leong•Mee Wan,Leong•Mee Wan,12 August 1966,,Malaysia,162 cm / 50 kg,,,,,,,Oriental
1988 Summer Olympics,"Doubles, Women (Olympic)",Lau Wai Cheng,=13,,Leong Mee Wan,953,MAS,Table Tennis,,Competed in Olympic Games,Female,Leong•Mee Wan,Leong•Mee Wan,12 August 1966,,Malaysia,162 cm / 50 kg,,,,,,,Oriental
1992 Summer Olympics,"Doubles, Men (Olympic)",Soo Beng Kiang,=17,,Cheah Soon Kit,954,MAS,Badminton,,Competed in Olympic Games,Male,Cheah•Soon Kit,Cheah•Soon Kit,"9 January 1968 in Ipoh, Perak (MAS)",,Malaysia,180 cm / 73 kg,,,,,,,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Yap Kim Hock,2,Silver,Cheah Soon Kit,954,MAS,Badminton,,Competed in Olympic Games,Male,Cheah•Soon Kit,Cheah•Soon Kit,"9 January 1968 in Ipoh, Perak (MAS)",,Malaysia,180 cm / 73 kg,,,,,,,Oriental
2000 Summer Olympics,"Doubles, Men (Olympic)",Yap Kim Hock,=9,,Cheah Soon Kit,954,MAS,Badminton,,Competed in Olympic Games,Male,Cheah•Soon Kit,Cheah•Soon Kit,"9 January 1968 in Ipoh, Perak (MAS)",,Malaysia,180 cm / 73 kg,,,,,,,Oriental
1992 Summer Olympics,"Singles, Men (Olympic)",,=9,,Foo Kok Keong,955,MAS,Badminton,,Competed in Olympic Games,Male,Foo•Kok Keong,Foo•Kok Keong,8 January 1963,,Malaysia,170 cm / 65 kg,,,,,,,Oriental
1996 Summer Olympics,"Singles, Men (Olympic)",,=9,,Ong Ewe Hock,956,MAS,Badminton,,Competed in Olympic Games,Male,Ong•Ewe Hock,Ong•Ewe Hock,"14 March 1972 in Penang, Pulau Pinang (MAS)",,Malaysia,163 cm / 55 kg,,,,,,,Oriental
2000 Summer Olympics,"Singles, Men (Olympic)",,=9,,Ong Ewe Hock,956,MAS,Badminton,,Competed in Olympic Games,Male,Ong•Ewe Hock,Ong•Ewe Hock,"14 March 1972 in Penang, Pulau Pinang (MAS)",,Malaysia,163 cm / 55 kg,,,,,,,Oriental
1988 Summer Olympics,"Doubles, Men (Olympic (non-medal))",Ajib Sidek Mohamed,DNS,,Alan Sidek Mohamed,957,MAS,Badminton,,Competed in Olympic Games • Non-starter,Male,"Jalani Haji ""Alan""•Sidek Mohamed",Alan•Sidek Mohamed,"10 November 1963 in Banting, Selangor (MAS)",,Malaysia,178 cm / 69 kg,,,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Ajib Sidek Mohamed,=3,Bronze,Alan Sidek Mohamed,957,MAS,Badminton,,Competed in Olympic Games • Non-starter,Male,"Jalani Haji ""Alan""•Sidek Mohamed",Alan•Sidek Mohamed,"10 November 1963 in Banting, Selangor (MAS)",,Malaysia,178 cm / 69 kg,,,,,,,
1988 Summer Olympics,"Doubles, Men (Olympic (non-medal))",Alan Sidek Mohamed,DNS,,Ajib Sidek Mohamed,958,MAS,Badminton,,Competed in Olympic Games • Non-starter • Other,Male,"Razif Haji ""Ajib""•Sidek Mohamed",Ajib•Sidek Mohamed,"8 July 1968 in Banting, Selangor (MAS)",,Malaysia,180 cm / 68 kg,,,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Alan Sidek Mohamed,=3,Bronze,Ajib Sidek Mohamed,958,MAS,Badminton,,Competed in Olympic Games • Non-starter • Other,Male,"Razif Haji ""Ajib""•Sidek Mohamed",Ajib•Sidek Mohamed,"8 July 1968 in Banting, Selangor (MAS)",,Malaysia,180 cm / 68 kg,,,,,,,
1992 Summer Olympics,"Singles, Men (Olympic)",,=5,,Adul Sidek Mohamed,959,MAS,Badminton,,Competed in Olympic Games,Male,"Rashid ""Adul""•Sidek Mohamed",Adul•Sidek Mohamed,"28 May 1962 in Kanchong Darat, Banting, Selangor (MAS)",,Malaysia,170 cm / 70 kg,,,,,,,
1996 Summer Olympics,"Singles, Men (Olympic)",,3,Bronze,Adul Sidek Mohamed,959,MAS,Badminton,,Competed in Olympic Games,Male,"Rashid ""Adul""•Sidek Mohamed",Adul•Sidek Mohamed,"28 May 1962 in Kanchong Darat, Banting, Selangor (MAS)",,Malaysia,170 cm / 70 kg,,,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Cheah Soon Kit,=17,,Soo Beng Kiang,960,MAS,Badminton,,Competed in Olympic Games,Male,Soo•Beng Kiang,Soo•Beng Kiang,19 March 1968,,Malaysia,176 cm / 61 kg,,,,,,,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Tan Kim Her,4,,Soo Beng Kiang,960,MAS,Badminton,,Competed in Olympic Games,Male,Soo•Beng Kiang,Soo•Beng Kiang,19 March 1968,,Malaysia,176 cm / 61 kg,,,,,,,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Soo Beng Kiang,4.0,,Tan Kim Her,961,MAS,Badminton,,Competed in Olympic Games,Male,Tan•Kim Her,Tan•Kim Her,27 November 1971,,Malaysia,174 cm / 68 kg,,,,,,,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Cheah Soon Kit,2,Silver,Yap Kim Hock,962,MAS,Badminton,,Competed in Olympic Games,Male,Yap•Kim Hock,Yap•Kim Hock,"2 July 1970 in Muar, Johor (MAS)",,Malaysia,160 cm / 60 kg,,,,,,,Oriental
2000 Summer Olympics,"Doubles, Men (Olympic)",Cheah Soon Kit,=9,,Yap Kim Hock,962,MAS,Badminton,,Competed in Olympic Games,Male,Yap•Kim Hock,Yap•Kim Hock,"2 July 1970 in Muar, Johor (MAS)",,Malaysia,160 cm / 60 kg,,,,,,,Oriental
1988 Summer Olympics,"Singles, Men (Olympic)",,=57,,Gilany Hosnani,963,MRI,Table Tennis,,Competed in Olympic Games,Male,Gilany•Hosnani,Gilany•Hosnani,21 August 1957,,Mauritius,160 cm / 54 kg,,,,,,,
1988 Summer Olympics,"Doubles, Men (Olympic)",Alain Choo Choy,=29,,Gilany Hosnani,963,MRI,Table Tennis,,Competed in Olympic Games,Male,Gilany•Hosnani,Gilany•Hosnani,21 August 1957,,Mauritius,160 cm / 54 kg,,,,,,,
1988 Summer Olympics,"Singles, Women (Olympic)",,=33,,Xóchitl Escobedo,964,MEX,Tennis,,Competed in Olympic Games,Female,María Xóchitl•Escobedo Alcalde,Xóchitl•Escobedo,"17 September 1968 in West Covina, California (USA)",,Mexico,170 cm / 60 kg,,,,,,,
1988 Summer Olympics,"Doubles, Women (Olympic)",Claudia Hernández,=9,,Xóchitl Escobedo,964,MEX,Tennis,,Competed in Olympic Games,Female,María Xóchitl•Escobedo Alcalde,Xóchitl•Escobedo,"17 September 1968 in West Covina, California (USA)",,Mexico,170 cm / 60 kg,,,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=9,,Angélica Gavaldón,965,MEX,Tennis,,Competed in Olympic Games,Female,Angélica•Gavaldón Loaiza (-Verdieck),Angélica•Gavaldón,"3 October 1973 in El Centro, California (USA)",,Mexico,160 cm / 54 kg,,,,,,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Lupita Novelo,=17,,Angélica Gavaldón,965,MEX,Tennis,,Competed in Olympic Games,Female,Angélica•Gavaldón Loaiza (-Verdieck),Angélica•Gavaldón,"3 October 1973 in El Centro, California (USA)",,Mexico,160 cm / 54 kg,,,,,,,
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Angélica Gavaldón,965,MEX,Tennis,,Competed in Olympic Games,Female,Angélica•Gavaldón Loaiza (-Verdieck),Angélica•Gavaldón,"3 October 1973 in El Centro, California (USA)",,Mexico,160 cm / 54 kg,,,,,,,
1988 Summer Olympics,"Singles, Women (Olympic)",,=17,,Claudia Hernández,966,MEX,Tennis,,Competed in Olympic Games,Female,Claudia Lorena•Hernández Salas,Claudia•Hernández,19 January 1966,,Mexico,180 cm / 65 kg,,,,,,,
1988 Summer Olympics,"Doubles, Women (Olympic)",Xóchitl Escobedo,=9,,Claudia Hernández,966,MEX,Tennis,,Competed in Olympic Games,Female,Claudia Lorena•Hernández Salas,Claudia•Hernández,19 January 1966,,Mexico,180 cm / 65 kg,,,,,,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Lupita Novelo,967,MEX,Tennis,,Competed in Olympic Games,Female,"Guadalupe ""Lupita""•Novelo Osuna",Lupita•Novelo,5 May 1967,,Mexico,,,,,,,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Angélica Gavaldón,=17,,Lupita Novelo,967,MEX,Tennis,,Competed in Olympic Games,Female,"Guadalupe ""Lupita""•Novelo Osuna",Lupita•Novelo,5 May 1967,,Mexico,,,,,,,,
1924 Summer Olympics,"Singles, Men (Olympic)",,=61,,Félix del Canto,968,MEX,Tennis,,Competed in Olympic Games,Male,Félix•del Canto y Montejo,Félix•del Canto,"21 June 1893 in Puebla, Puebla (MEX)","29 January 1962 in Ciudad de México (Mexico City), Ciudad de México (MEX)",Mexico,168 cm,,,,,,,
1924 Summer Olympics,"Doubles, Men (Olympic)",Mariano Lozano,=16,,Félix del Canto,968,MEX,Tennis,,Competed in Olympic Games,Male,Félix•del Canto y Montejo,Félix•del Canto,"21 June 1893 in Puebla, Puebla (MEX)","29 January 1962 in Ciudad de México (Mexico City), Ciudad de México (MEX)",Mexico,168 cm,,,,,,,
1996 Summer Olympics,"Singles, Men (Olympic)",,=33,,Alejandro Hernández,969,MEX,Tennis,,Competed in Olympic Games,Male,Alejandro•Hernández Julia,Alejandro•Hernández,"1 October 1977 in Tijuana, Baja California (MEX)",,Mexico,180 cm / 76 kg,,,,,,,
1996 Summer Olympics,"Doubles, Men (Olympic)",Óscar Ortiz,=17,,Alejandro Hernández,969,MEX,Tennis,,Competed in Olympic Games,Male,Alejandro•Hernández Julia,Alejandro•Hernández,"1 October 1977 in Tijuana, Baja California (MEX)",,Mexico,180 cm / 76 kg,,,,,,,
2000 Summer Olympics,"Doubles, Men (Olympic)",Enrique Abaroa,=17,,Alejandro Hernández,969,MEX,Tennis,,Competed in Olympic Games,Male,Alejandro•Hernández Julia,Alejandro•Hernández,"1 October 1977 in Tijuana, Baja California (MEX)",,Mexico,180 cm / 76 kg,,,,,,,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Leonardo Lavalle,970,MEX,Tennis,,Competed in Olympic Games,Male,Leonardo•Lavalle Moreno,Leonardo•Lavalle,"14 July 1967 in Ciudad de México (Mexico City), Ciudad de México (MEX)",,Mexico,188 cm / 79 kg,,,,,,,
1988 Summer Olympics,"Doubles, Men (Olympic)",Agustín Moreno,=17,,Leonardo Lavalle,970,MEX,Tennis,,Competed in Olympic Games,Male,Leonardo•Lavalle Moreno,Leonardo•Lavalle,"14 July 1967 in Ciudad de México (Mexico City), Ciudad de México (MEX)",,Mexico,188 cm / 79 kg,,,,,,,
1992 Summer Olympics,"Singles, Men (Olympic)",,=5,,Leonardo Lavalle,970,MEX,Tennis,,Competed in Olympic Games,Male,Leonardo•Lavalle Moreno,Leonardo•Lavalle,"14 July 1967 in Ciudad de México (Mexico City), Ciudad de México (MEX)",,Mexico,188 cm / 79 kg,,,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Francisco Maciel,=17,,Leonardo Lavalle,970,MEX,Tennis,,Competed in Olympic Games,Male,Leonardo•Lavalle Moreno,Leonardo•Lavalle,"14 July 1967 in Ciudad de México (Mexico City), Ciudad de México (MEX)",,Mexico,188 cm / 79 kg,,,,,,,
1924 Summer Olympics,"Singles, Men (Olympic)",,=61,,Mariano Lozano,971,MEX,Tennis,,Competed in Olympic Games,Male,Mariano•Lozano Alatorre,Mariano•Lozano,"18 April 1894 in Tacubaya, Ciudad de México (MEX)","11 December 1968 in Ciudad de México (Mexico City), Ciudad de México (MEX)",Mexico,173 cm / 61 kg,,,,,,,
1924 Summer Olympics,"Doubles, Men (Olympic)",Félix del Canto,=16,,Mariano Lozano,971,MEX,Tennis,,Competed in Olympic Games,Male,Mariano•Lozano Alatorre,Mariano•Lozano,"18 April 1894 in Tacubaya, Ciudad de México (MEX)","11 December 1968 in Ciudad de México (Mexico City), Ciudad de México (MEX)",Mexico,173 cm / 61 kg,,,,,,,
1984 Summer Olympics,"Singles, Men (Olympic (non-medal))",,2,,Francisco Maciel,972,MEX,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Francisco•Maciel García,Francisco•Maciel,"7 January 1964 in Santiago de Querétaro, Querétaro (MEX)",,Mexico,187 cm / 75 kg,,,,,,,
1988 Summer Olympics,"Singles, Men (Olympic)",,=33,,Francisco Maciel,972,MEX,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Francisco•Maciel García,Francisco•Maciel,"7 January 1964 in Santiago de Querétaro, Querétaro (MEX)",,Mexico,187 cm / 75 kg,,,,,,,
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Francisco Maciel,972,MEX,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Francisco•Maciel García,Francisco•Maciel,"7 January 1964 in Santiago de Querétaro, Querétaro (MEX)",,Mexico,187 cm / 75 kg,,,,,,,
1992 Summer Olympics,"Doubles, Men (Olympic)",Leonardo Lavalle,=17,,Francisco Maciel,972,MEX,Tennis,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Francisco•Maciel García,Francisco•Maciel,"7 January 1964 in Santiago de Querétaro, Querétaro (MEX)",,Mexico,187 cm / 75 kg,,,,,,,
1988 Summer Olympics,"Singles, Men (Olympic)",,=17,,Agustín Moreno,973,MEX,Tennis,,Competed in Olympic Games,Male,Agustín•Moreno Palmer,Agustín•Moreno,"31 March 1967 in Guadalajara, Jalisco (MEX)",,Mexico,180 cm / 72 kg,,,,,,,
1988 Summer Olympics,"Doubles, Men (Olympic)",Leonardo Lavalle,=17,,Agustín Moreno,973,MEX,Tennis,,Competed in Olympic Games,Male,Agustín•Moreno Palmer,Agustín•Moreno,"31 March 1967 in Guadalajara, Jalisco (MEX)",,Mexico,180 cm / 72 kg,,,,,,,
1996 Summer Olympics,"Singles, Men (Olympic)",,=49,,Guillermo Muñoz,974,MEX,Table Tennis,,Competed in Olympic Games,Male,Guillermo•Muñoz Ronquillo,Guillermo•Muñoz,"15 November 1964 in Ciudad de México (Mexico City), Ciudad de México (MEX)",,Mexico,160 cm / 65 kg,,Ronco,,,,,
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Óscar Ortiz,975,MEX,Tennis,,Competed in Olympic Games,Male,Óscar•Ortiz,Óscar•Ortiz,"9 May 1973 in Ciudad de México (Mexico City), Ciudad de México (MEX)",,Mexico,182 cm / 73 kg,,,,,,,
1996 Summer Olympics,"Doubles, Men (Olympic)",Alejandro Hernández,=17,,Óscar Ortiz,975,MEX,Tennis,,Competed in Olympic Games,Male,Óscar•Ortiz,Óscar•Ortiz,"9 May 1973 in Ciudad de México (Mexico City), Ciudad de México (MEX)",,Mexico,182 cm / 73 kg,,,,,,,
